#,pincode,state_original,major_city,latitude,longitude,region,coastal_city,distance_to_state_capital,city_tier,is_metro_city,is_smart_city,is_state_capital,is_union_territory_capital,literacy_rate,median_age_estimate,consumer_price_index,income_bucket,has_airport,has_international_airport,has_metro_rail,has_seaport,major_railway_station,internet_penetration_state,smartphone_penetration_state,digital_payment_index,is_it_hub,is_manufacturing_hub,is_financial_center,is_textile_hub,is_education_hub,is_tourist_city,is_coastal,district_population_numeric,district_population,sex_ratio
11,01022,MA,Chicopee,42.19721156579724,-72.5424916739001,NE,False,123.39160463018712,T2,True,False,False,False,15.594541910331383,55.2,315.605,M,False,False,False,False,False,79.73997833152762,82.34019501625134,78.21505958829901,False,False,False,False,False,False,False,462815.0,S,69.1743119266055
12,01027,MA,Holyoke,42.29504935093146,-72.74301948164465,NE,False,138.6332910718253,T2,True,False,False,False,20.744802376056654,46.3,315.605,M,False,False,False,False,False,90.89811685176244,86.35924674070498,84.08498309995171,False,False,False,False,False,False,False,462815.0,S,94.83118882656989
13,01028,MA,Longmeadow,42.0596634876655,-72.49897682354462,NE,False,123.2191028460198,T3,True,False,False,False,26.94063926940639,43.7,315.605,H,False,False,False,False,False,90.89988181664695,88.29984804997467,89.26489954414993,False,False,False,False,False,False,False,16321.0,VS,103.09855649576905
14,01030,MA,Agawam Town,42.06867922401321,-72.67966451778746,NE,False,137.35266583640515,T3,True,False,False,False,17.83638320775027,48.7,315.605,M,False,False,False,False,False,93.437438228899,87.70508005534691,85.57175331093102,False,False,False,False,False,False,False,12305.0,VS,93.99337852751064
15,01033,MA,Chicopee,42.2608204106866,-72.50360776097318,NE,False,119.30803445032512,T2,True,False,False,False,23.37411461687057,46.3,315.605,H,False,False,False,False,False,97.414907367514,84.83412322274881,90.65790607496768,False,False,False,False,False,False,False,462815.0,S,108.64790665751543
16,01034,CT,North Granby,42.08260163017851,-72.95611174692674,NE,False,42.2845262730029,T3,True,False,False,False,21.08167770419426,50.4,315.605,M,False,False,False,False,False,86.19979402677652,82.80123583934088,80.96035015447991,False,False,False,False,False,False,False,2332.0,VS,115.32779316712836
17,01035,MA,Holyoke,42.35562286919564,-72.56921822276162,NE,False,124.098604616531,T2,True,False,False,False,32.48423707440101,45.8,315.605,H,False,False,False,False,False,95.35495179666958,86.50306748466258,90.41805433829973,False,False,False,False,False,False,False,462815.0,S,89.5
18,01038,MA,Northampton,42.38466261216573,-72.60561647013942,NE,False,127.08822031813972,T3,True,False,False,False,29.253891572732154,48.0,315.605,H,False,False,False,False,False,95.73679332715476,93.14179796107508,92.89434661723816,False,False,False,False,False,False,False,162028.0,VS,90.4434250764526
19,01039,MA,Northampton,42.41048578439649,-72.69188331894341,NE,False,134.23464012999617,T3,True,False,False,False,24.69135802469136,53.6,315.605,H,False,False,False,False,False,96.91358024691358,91.9753086419753,92.95679012345678,False,False,False,False,False,False,False,162028.0,VS,75.32013969732246
20,01040,MA,West Springfield Town,42.21251289410406,-72.64109872434362,NE,False,131.1819800888315,T2,True,False,False,False,15.854027861901878,40.0,315.605,M,False,False,False,False,False,86.44512741708286,84.70354718914074,81.7242924830324,False,False,False,False,False,False,False,462815.0,S,94.23155948222724
21,01050,MA,Russell,42.29089623594843,-72.87522719300604,NE,False,149.5153880185495,T2,True,False,False,False,20.905533817775293,45.3,315.605,M,False,False,False,False,False,96.36929460580912,87.03319502074689,86.50933609958507,False,False,False,False,False,False,False,462815.0,S,97.7326035965598
22,01053,MA,Northampton,42.35203581876752,-72.7103329404034,NE,False,135.6989990865887,T3,True,False,False,False,30.864864864864867,52.8,315.605,M,False,False,False,False,False,94.31818181818184,92.95454545454544,87.76136363636364,False,False,False,False,False,False,False,162028.0,VS,88.54337152209493
23,01054,MA,Amherst Town,42.47380544953162,-72.48767949388971,NE,False,117.96699371010529,T3,True,False,False,False,22.80570142535634,56.0,315.605,H,False,False,False,False,False,93.67977528089888,87.35955056179775,90.04775280898876,False,False,False,False,True,False,False,162028.0,VS,90.74733096085409
24,01056,MA,Springfield,42.19211494525871,-72.45804823534351,NE,False,116.61833906990408,T2,True,False,False,False,19.07890499194847,44.3,315.605,M,False,False,False,False,True,93.2384760112888,85.3480714957667,84.66721542803387,False,False,False,False,False,False,False,462815.0,S,102.6366808840636
25,01057,MA,Monson Center,42.091184428057886,-72.3239204838972,NE,False,108.36796100693572,T3,True,False,False,False,20.05268356931182,47.9,315.605,M,False,False,False,False,False,93.96630934150076,84.77794793261867,84.75880551301684,False,False,False,False,False,False,False,8176.0,VS,99.22027290448344
26,01060,MA,Easthampton Town,42.32218620556201,-72.63125809384522,NE,False,129.2981717401511,T3,True,False,False,False,28.68991198375085,39.6,315.605,M,False,False,False,False,False,92.4862017059709,89.18715504264927,85.7099849473156,False,False,False,False,False,False,False,162028.0,VS,78.85261902179806
27,01062,MA,Easthampton Town,42.32146168956413,-72.69243037642315,NE,False,134.3264178355537,T3,True,False,False,False,23.269849785407725,50.4,315.605,M,False,False,False,False,False,92.07613988490483,88.57901726427623,85.33311199645861,False,False,False,False,False,False,False,162028.0,VS,97.3858837723708
28,01069,MA,Palmer Town,42.1879768887737,-72.30576556282819,NE,False,104.35754666435476,T2,True,False,False,False,12.994667415099634,52.8,315.605,M,False,False,False,False,False,90.46177138531417,79.68710572798385,81.57519555892002,False,False,False,False,False,False,False,462815.0,S,102.27012153175876
29,01071,MA,Westfield,42.16029595922894,-72.85978991723766,NE,False,149.85762084924724,T2,True,False,False,False,17.336394948335247,49.6,315.605,H,False,False,False,False,False,94.22310756972112,90.6374501992032,91.41235059760956,False,False,False,False,False,False,False,462815.0,S,109.12698412698413
30,01073,MA,Westfield,42.230833649391,-72.73857705596565,NE,False,138.8954061209032,T2,True,False,False,False,26.601322087987235,43.4,315.605,H,False,False,False,False,False,97.64089121887288,89.64613368283094,92.43250327653998,False,False,False,False,False,False,False,462815.0,S,120.063581773225
31,01075,MA,Chicopee,42.25671602067749,-72.57928474113638,NE,False,125.5503275388692,T2,True,False,False,False,26.673360107095046,42.6,315.605,M,False,False,False,False,False,91.58113730929264,91.10957004160888,86.02080443828015,False,False,False,False,False,False,False,462815.0,S,71.96822936846183
32,01077,CT,North Granby,42.05441356893207,-72.7785062029839,NE,False,33.25007550372311,T3,True,False,False,False,20.22080185938408,46.8,315.605,H,False,False,False,False,False,95.72739187418088,89.14809960681521,91.49279161205769,False,False,False,False,False,False,False,9217.0,VS,98.17243603526124
33,01079,MA,Palmer Town,42.18508664797122,-72.33406694807479,NE,False,106.70790118010176,T2,True,False,False,False,30.76923076923077,48.9,315.605,M,False,False,False,False,False,100.0,100.0,92.5,False,False,False,False,False,False,False,462815.0,S,67.17557251908397
34,01080,MA,Palmer Town,42.18228708529309,-72.3652024558644,NE,False,109.28589552394564,T2,True,False,False,False,12.95740851829634,37.5,315.605,M,False,False,False,False,False,87.99192734611503,92.53279515640769,85.0832492431887,False,False,False,False,False,False,False,462815.0,S,59.24724205061648
35,01082,MA,Palmer Town,42.298140617864334,-72.27676442373432,NE,False,100.3506731950541,T2,True,False,False,False,15.855658829961728,44.1,315.605,M,False,False,False,False,False,92.48693379790942,89.54703832752612,85.8362369337979,False,False,False,False,False,False,False,462815.0,S,77.42871777360423
36,01083,MA,Palmer Town,42.20660509594831,-72.19909928038852,NE,False,95.33788326575451,T2,True,False,False,False,18.59267734553776,31.8,315.605,M,False,False,False,False,False,83.45521023765995,85.55758683729434,80.827239488117,False,False,False,False,False,False,False,462815.0,S,124.86231313926042
37,01085,MA,Agawam Town,42.15375528126126,-72.769603328475,NE,False,142.6447404315379,T2,True,False,False,False,20.84561042280521,40.1,315.605,M,False,False,False,False,False,89.63505461767627,88.480635551142,84.32224428997021,False,False,False,False,False,False,False,462815.0,S,93.48491267711717
38,01088,MA,Northampton,42.389820007318605,-72.646522921078,NE,False,130.4556420538537,T3,True,False,False,False,25.894736842105264,42.4,315.605,M,False,False,False,False,False,72.0,95.07692307692308,79.57692307692308,False,False,False,False,False,False,False,162028.0,VS,86.70212765957447
39,01089,MA,Agawam Town,42.12532853849624,-72.65026290686322,NE,False,133.571475789132,T2,True,False,False,False,19.74531338761598,40.1,315.605,M,False,False,False,False,False,90.14294690543512,87.35469682689286,84.13132265158656,False,False,False,False,False,False,False,462815.0,S,93.42521008403362
40,01092,MA,Palmer Town,42.20005176231667,-72.23717175880599,NE,False,98.5547687016412,T2,True,False,False,False,24.380574826560952,46.3,315.605,M,False,False,False,False,False,89.9488926746167,100.0,88.47955706984669,False,False,False,False,False,False,False,462815.0,S,124.29906542056077
41,01095,MA,Springfield,42.12763327339712,-72.42994487585251,NE,False,115.78054855136595,T2,True,False,False,False,28.46095092610273,44.2,315.605,H,False,False,False,False,True,89.92832893247831,86.15616748396832,88.12599019238023,False,False,False,False,False,False,False,462815.0,S,100.93470790378008
42,01096,MA,Northampton,42.40967696803016,-72.7721357087876,NE,False,140.8174698294516,T3,True,False,False,False,22.93483837865572,47.6,315.605,H,False,False,False,False,False,92.09257473481196,90.35679845708776,90.4619093539055,False,False,False,False,False,False,False,162028.0,VS,93.5483870967742
43,01103,MA,Springfield,42.10442003184417,-72.58996731684827,NE,False,129.219582052116,T2,True,False,False,False,13.333333333333334,35.8,315.605,L,False,False,False,False,True,79.74759615384616,80.5889423076923,73.10516826923077,False,False,False,False,False,False,False,462815.0,S,53.37461300309597
44,01104,MA,Springfield,42.133264101606976,-72.56731713104655,NE,False,126.6962906029733,T2,True,False,False,False,8.471171231500703,34.7,315.605,M,False,False,False,False,True,85.14873382726971,83.52316709056728,80.79260201260644,False,False,False,False,False,False,False,462815.0,S,87.42631026407172
45,01105,MA,Agawam Town,42.09912280287828,-72.57864521184153,NE,False,128.44735625398772,T2,True,False,False,False,7.282831237203862,30.5,315.605,L,False,False,False,False,False,73.81862055097527,78.60446410617334,70.03901065755078,False,False,False,False,False,False,False,462815.0,S,98.74139956368518
46,01106,MA,Longmeadow,42.04877436385314,-72.57162588117991,NE,False,129.31758918556264,T3,True,False,False,False,33.38838425543628,44.8,315.605,H,False,False,False,False,False,95.28531663187196,92.17118997912316,92.37404314544187,False,False,False,False,False,False,False,15853.0,VS,89.94728013419602
47,01107,MA,Springfield,42.12116545504622,-72.60641506868399,NE,False,130.13151588268633,T2,True,False,False,False,11.18084951102029,28.8,315.605,L,False,False,False,False,True,78.51834092543754,85.59098537520978,74.36418125149844,False,False,False,False,False,False,False,462815.0,S,98.33195706028076
48,01108,MA,Longmeadow,42.08139907309798,-72.55866385070136,NE,False,127.32742834615225,T2,True,False,False,False,9.720225588853255,33.3,315.605,M,False,False,False,False,False,89.25327469165312,86.58571565159193,83.50631035471842,False,False,False,False,False,False,False,462815.0,S,97.65596826541652
49,01109,MA,Springfield,42.11838920765568,-72.54876781785183,NE,False,125.5581959549159,T2,True,False,False,False,11.130274807404852,29.3,315.605,L,False,False,False,False,True,87.24586040662335,82.05826870677006,76.61873821001886,False,False,False,False,False,False,False,462815.0,S,105.83294755637856
50,01118,MA,Springfield,42.094756884901805,-72.52531901086549,NE,False,124.29279007551162,T2,True,False,False,False,17.02371843917368,38.2,315.605,M,False,False,False,False,True,94.22973215890708,86.71580082689196,85.542423152975,False,False,False,False,False,False,False,462815.0,S,88.69532044760936
51,01119,MA,Springfield,42.1245113129154,-72.51126291374311,NE,False,122.39101251113128,T2,True,False,False,False,12.08261617900172,36.9,315.605,M,False,False,False,False,True,82.7734375,80.9765625,78.951171875,False,False,False,False,False,False,False,462815.0,S,90.43356643356644
52,01128,MA,Springfield,42.09497092177344,-72.48805841937065,NE,False,121.30884597962232,T2,True,False,False,False,20.91503267973856,39.6,315.605,H,False,False,False,False,True,93.54207436399216,86.79060665362034,89.79354207436398,False,False,False,False,False,False,False,462815.0,S,79.764121663563
53,01129,MA,Springfield,42.121094659900926,-72.48771273493145,NE,False,120.58437101434352,T2,True,False,False,False,23.633998265394624,46.0,315.605,M,False,False,False,False,True,96.11459968602826,90.54160125588696,87.63540031397174,False,False,False,False,False,False,False,462815.0,S,87.2565203037306
54,01151,MA,Springfield,42.15293473467172,-72.5088116809452,NE,False,121.52922720768883,T2,True,False,False,False,11.70610211706102,35.2,315.605,M,False,False,False,False,True,88.00333240766453,86.94806998056096,83.13315745626215,False,False,False,False,False,False,False,462815.0,S,77.3306258076426
55,01201,MA,Pittsfield,42.45613768241901,-73.2811455187219,NE,False,182.75748057137235,T3,True,False,False,False,21.007650011953142,42.8,315.605,M,False,False,False,False,False,90.08588591570272,85.31003326217544,83.39286600804249,False,False,False,False,False,False,False,61100.0,VS,99.35102458105524
56,01220,MA,Adams,42.62685766326184,-73.11873263143426,NE,False,171.4662156401392,T3,True,False,False,False,17.521015328828085,47.3,315.605,M,False,False,False,False,False,86.1097380128522,76.96490360850223,78.88161146811666,False,False,False,False,False,False,False,129430.0,VS,85.95117457392907
57,01222,CT,Canaan,42.06242441378152,-73.32145832301656,NE,False,62.9552718148296,T3,True,False,False,False,32.04633204633205,39.8,315.605,M,False,False,False,False,False,97.89473684210527,81.40350877192982,85.14912280701755,False,False,False,False,False,False,False,664.0,VS,65.17412935323384
58,01225,MA,Cheshire,42.56386225628733,-73.15119653171573,NE,False,173.1182749793436,T3,True,False,False,False,16.44657863145258,53.7,315.605,M,False,False,False,False,False,85.54455445544555,78.54785478547855,79.2095709570957,False,False,False,False,False,False,False,129430.0,VS,104.8407643312102
59,01226,MA,Pittsfield,42.47954344461909,-73.15329428228826,NE,False,172.4293919029633,T3,True,False,False,False,22.43861134631668,49.7,315.605,M,False,False,False,False,False,90.88407292741658,80.83935328517371,82.14740282077743,False,False,False,False,False,False,False,129430.0,VS,82.76365761028337
60,01230,MA,Great Barrington,42.18197573429474,-73.34244684031786,NE,False,188.9278162233929,T3,True,False,False,False,25.673823663773412,50.6,315.605,M,False,False,False,False,False,90.89430894308944,88.64498644986449,84.88346883468834,False,False,False,False,False,False,False,61100.0,VS,92.41334205362982
61,01236,MA,Housatonic,42.26922978692566,-73.37998732323497,NE,False,191.11056033432487,T3,True,False,False,False,27.89237668161435,57.0,315.605,H,False,False,False,False,False,92.78523489932886,88.42281879194631,90.06208053691275,False,False,False,False,False,False,False,129430.0,VS,89.10505836575877
62,01237,MA,Pittsfield,42.55289667324435,-73.25372939507494,NE,False,181.32697408788775,T3,True,False,False,False,23.860438942037145,53.2,315.605,M,False,False,False,False,False,88.72691933916424,79.98056365403305,80.98396501457727,False,False,False,False,False,False,False,61100.0,VS,92.47491638795988
63,01238,MA,Lee,42.30071745440662,-73.2255505624115,NE,False,178.22377105362614,T3,True,False,False,False,20.9764170459247,54.7,315.605,M,False,False,False,False,False,91.60596600763094,80.5411030176899,82.33177245924384,False,False,False,False,False,False,False,129430.0,VS,86.50768748038908
64,01240,MA,Lenox Dale,42.375664448429454,-73.26465360998678,NE,False,181.2157760279812,T3,True,False,False,False,27.391518737672584,60.3,315.605,H,False,False,False,False,False,93.63265306122447,87.71428571428571,90.1530612244898,False,False,False,False,False,False,False,129430.0,VS,82.40542469664526
65,01247,MA,North Adams,42.69813291425478,-73.09263529928683,NE,False,170.83256707916624,T3,True,False,False,False,17.10378418883477,44.7,315.605,M,False,False,False,False,False,89.33700855940809,85.97127520673146,83.32474974611925,False,False,False,False,False,False,False,129430.0,VS,110.5308097338836
66,01262,MA,Housatonic,42.30433314698692,-73.32012524945424,NE,False,185.97319179235024,T3,True,False,False,False,25.94113620807666,63.4,315.605,H,False,False,False,False,False,94.37229437229438,90.9090909090909,91.56709956709958,False,False,False,False,False,False,False,129430.0,VS,109.1764705882353
67,01267,MA,North Adams,42.665929224407925,-73.2420928802316,NE,False,182.14123880243915,T3,True,False,False,False,23.46125995655322,38.0,315.605,H,False,False,False,False,False,94.54014598540144,90.83211678832116,91.607299270073,False,False,False,False,False,False,False,129430.0,VS,83.55564024390245
68,01301,MA,Turners Falls,42.623726656220654,-72.60376821124112,NE,False,130.01265677421995,T3,True,False,False,False,22.10188228264117,44.8,315.605,M,False,False,False,False,False,91.3795188006287,86.55543465119091,84.3462096481683,False,False,False,False,False,False,False,70944.0,VS,94.96128258261534
69,01331,MA,Athol,42.5679207350925,-72.18322158684951,NE,False,95.0767972728488,T2,True,False,False,False,14.745660072668551,42.0,315.605,M,False,False,False,False,False,94.44032616753152,86.78650852483321,85.65140845070422,False,False,False,False,False,False,False,867788.0,M,99.8277594373475
70,01337,MA,Greenfield,42.69510609036184,-72.57732455062089,NE,False,129.88199136727098,T3,True,False,False,False,18.314661471018024,49.4,315.605,M,False,False,False,False,False,94.00544959128064,84.46866485013625,84.66621253405995,False,False,False,False,False,False,False,70944.0,VS,92.06231454005936
71,01340,MA,Greenfield,42.68805183603138,-72.73205263912962,NE,False,141.87836544488283,T3,True,False,False,False,16.946676406135865,53.1,315.605,M,False,False,False,False,False,86.90176322418137,72.04030226700252,77.47481108312343,False,False,False,False,False,False,False,70944.0,VS,117.1604938271605
72,01342,MA,Deerfield,42.543841777570776,-72.60580156567721,NE,False,128.5467740462426,T3,True,False,False,False,33.166833166833165,41.4,315.605,H,False,False,False,False,False,96.420581655481,96.420581655481,94.31543624161074,False,False,False,False,False,False,False,70944.0,VS,135.5018587360595
73,01344,MA,Millers Falls,42.60755546348464,-72.42916334379811,NE,False,115.68376978734652,T3,True,False,False,False,14.95253164556962,43.3,315.605,M,False,False,False,False,False,94.26573426573428,86.993006993007,85.65384615384616,False,False,False,False,False,False,False,70944.0,VS,107.17761557177616
74,01349,MA,Millers Falls,42.56656906080763,-72.47046443984954,NE,False,118.04257307004438,T3,True,False,False,False,6.770833333333333,48.6,315.605,M,False,False,False,False,False,79.66573816155989,81.61559888579387,77.93175487465182,False,False,False,False,False,False,False,70944.0,VS,119.23076923076924
75,01351,MA,Turners Falls,42.54162975692216,-72.52068348121642,NE,False,121.6184508687308,T3,True,False,False,False,28.70837537840565,40.4,315.605,M,False,False,False,False,False,95.03475670307844,91.6583912611718,87.59433962264151,False,False,False,False,False,False,False,70944.0,VS,91.1530094271211
76,01354,MA,Turners Falls,42.63281915157697,-72.51134529761252,NE,False,122.87921783531792,T3,True,False,False,False,26.65112665112665,43.8,315.605,M,False,False,False,False,False,95.83975346687212,85.82434514637904,85.87442218798151,False,False,False,False,False,False,False,70944.0,VS,124.8062015503876
77,01360,MA,Northfield,42.67574945594176,-72.44600297146134,NE,False,118.97731533989926,T3,True,False,False,False,25.58550596553248,48.9,315.605,H,False,False,False,False,False,90.02284843869002,81.26428027418126,86.45163747143945,False,False,False,False,False,False,False,70944.0,VS,104.70420527441198
78,01364,MA,Orange,42.60449040793456,-72.29261637538661,NE,False,104.7555480270357,T2,True,False,False,False,10.925892371806489,42.1,315.605,M,False,False,False,False,False,87.80012978585334,79.59117456197275,80.4769630110318,False,False,False,False,False,False,False,867788.0,M,88.62068965517241
79,01366,MA,Petersham,42.488579832986346,-72.18564231216187,NE,False,93.57990360189385,T2,True,False,False,False,19.096509240246405,56.3,315.605,H,False,False,False,False,False,92.50535331905782,90.14989293361884,90.55460385438973,False,False,False,False,False,False,False,867788.0,M,117.03296703296704
80,01370,MA,Shelburne Falls,42.59607413431364,-72.72915564282196,NE,False,139.46603841584852,T3,True,False,False,False,25.553385416666668,52.2,315.605,M,False,False,False,False,False,94.9884792626728,89.22811059907833,86.72523041474653,False,False,False,False,False,False,False,70944.0,VS,92.74353876739563
81,01373,MA,South Deerfield,42.47292215677373,-72.61515818076103,NE,False,128.3672306060032,T3,True,False,False,False,21.382177188880227,53.3,315.605,H,False,False,False,False,False,89.8804440649018,80.44406490179334,86.10760034158838,False,False,False,False,False,False,False,162028.0,VS,95.65217391304348
82,01375,MA,Amherst Town,42.4647462534838,-72.55488614678914,NE,False,123.36318379275478,T3,True,False,False,False,38.2,35.1,315.605,M,False,False,False,False,False,95.81120943952804,95.929203539823,89.39970501474926,False,False,False,False,True,False,False,162028.0,VS,104.20639371845203
83,01376,MA,Turners Falls,42.5927484547699,-72.54593906915943,NE,False,124.66735592933674,T3,True,False,False,False,16.601101494885917,45.3,315.605,M,False,False,False,False,False,86.62393162393163,85.8119658119658,82.18376068376068,False,False,False,False,False,False,False,70944.0,VS,86.29726694122051
84,01378,MA,Orange,42.677109897658646,-72.34056988110345,NE,False,110.79736720442446,T2,True,False,False,False,26.84049079754601,51.4,315.605,M,False,False,False,False,False,90.33149171270718,88.39779005524862,84.57182320441989,False,False,False,False,False,False,False,867788.0,M,101.03626943005182
85,01420,MA,Leominster,42.58558859295837,-71.81692690918148,NE,False,67.03637251350472,T2,True,False,False,False,17.272857449702872,36.3,315.605,M,False,False,False,False,False,91.26219402717098,88.37153629780357,84.93491531509964,False,False,False,False,False,False,False,867788.0,M,84.69518386085728
86,01430,MA,Gardner,42.66068445229129,-71.92320205355985,NE,False,78.3329955878629,T2,True,False,False,False,29.208498715853377,40.5,315.605,H,False,False,False,False,False,95.92449592449591,90.47619047619048,92.03646503646505,False,False,False,False,False,False,False,867788.0,M,97.83272283272282
87,01431,MA,Fitchburg,42.67652135902669,-71.82321773810602,NE,False,71.84600912851622,T2,True,False,False,False,21.973094170403588,50.5,315.605,H,False,False,False,False,False,97.06582077716098,95.24187153053133,94.16098334655037,False,False,False,False,False,False,False,867788.0,M,96.3914373088685
88,01432,MA,Devens,42.56351199939044,-71.57057891698386,NE,False,47.67998390117793,T2,True,False,False,False,24.0338364571239,39.0,315.605,H,False,False,False,False,False,91.70171012054948,90.52425007008692,90.3641715727502,False,False,False,False,False,False,False,867788.0,M,98.30114033046311
89,01434,MA,Shirley,42.531497640345954,-71.61662727302098,NE,False,49.572787108534826,T2,True,False,False,False,12.722103766879886,50.5,315.605,H,False,False,False,False,False,80.76923076923077,85.38461538461539,84.1923076923077,False,False,False,False,False,False,False,867788.0,M,435.61643835616434
90,01436,MA,Gardner,42.60578657605491,-72.08956876740126,NE,False,88.82363018874608,T2,True,False,False,False,14.582484725050918,33.0,315.605,M,False,False,False,False,False,84.62697814619442,90.65561416729466,83.0802562170309,False,False,False,False,False,False,False,867788.0,M,122.35505080693363
91,01440,MA,Gardner,42.58797007938446,-71.9864802284161,NE,False,80.18407323976251,T2,True,False,False,False,15.838567253280267,43.7,315.605,M,False,False,False,False,False,90.0299766848007,82.82446985677807,82.5005551237926,False,False,False,False,False,False,False,867788.0,M,106.8241469816273
92,01450,MA,Groton,42.61367662214512,-71.5614078221948,NE,True,49.92869656881385,T1,True,False,False,False,38.02379021357123,41.5,315.605,H,False,False,False,False,False,98.62050311063024,95.37462807681904,94.82932107113876,False,False,False,False,False,False,True,1638365.0,L,106.17283950617283
93,01451,MA,Devens,42.500049448331765,-71.57754587321111,NE,False,45.32214041583136,T2,True,False,False,False,38.799684127401946,41.8,315.605,VH,False,False,False,False,False,96.0,94.36842105263158,96.42894736842106,False,False,False,False,False,False,False,867788.0,M,96.17447264926707
94,01452,MA,Gardner,42.48378534580922,-72.0051410885344,NE,False,78.87882313579546,T2,True,False,False,False,22.59375,46.8,315.605,H,False,False,False,False,False,95.0771055753262,85.40925266903915,89.9240806642942,False,False,False,False,False,False,False,867788.0,M,110.34648700673723
95,01453,MA,Leominster,42.51960755692011,-71.76582547384095,NE,False,60.66114955918437,T2,True,False,False,False,20.92365985464936,43.4,315.605,M,False,False,False,False,False,93.70420624151969,91.40298507462688,86.97272727272727,False,False,False,False,False,False,False,867788.0,M,100.89334799340295
96,01460,MA,Littleton Common,42.53502405757409,-71.48909416796248,NE,False,40.30183251063546,T2,True,False,False,False,26.263855095971884,43.5,315.605,H,False,False,False,False,False,96.55625657202944,93.71713985278652,93.42350157728706,False,False,False,False,False,False,False,867788.0,M,97.50240153698368
97,01462,MA,Leominster,42.58994248273722,-71.7203577056752,NE,False,59.96746249830633,T2,True,False,False,False,25.959573018396547,43.3,315.605,H,False,False,False,False,False,95.89646464646464,92.12962962962963,92.60395622895624,False,False,False,False,False,False,False,867788.0,M,105.57088651259056
98,01463,MA,East Pepperell,42.671259840871095,-71.60428621879491,NE,True,56.52624804227813,T1,True,False,False,False,23.053327041057106,42.3,315.605,H,False,False,False,False,False,93.59742054352832,91.45555043758635,91.44841087056656,False,False,False,False,False,False,True,1638365.0,L,98.5234215885947
99,01464,MA,Shirley,42.57408418223039,-71.64749564536905,NE,False,53.82404911511272,T2,True,False,False,False,22.14813479906289,44.3,315.605,H,False,False,False,False,False,91.91919191919192,88.49363197189284,89.74044795783925,False,False,False,False,False,False,False,867788.0,M,151.7502706604114
