postal_code
00140
00150
00151
00201
00411
01000
01004
01101
01210
01227
01311
01323
01418
01419
01441
01512
01513
01601
01613
01805
01813
01815
01842
01853
01871
01903
01931
02049
02112
02153
02196
02208
02211
02238
02269
02281
02282
02286
02303
02326
02358
02362
02651
02880
02887
02985
03000
03019
03020
03061
03065
03105
03111
03113
03123
03302
03310
03311
03348
03364
03371
03409
03571
03658
03691
03692
03756
03896
03920
03964
03972
03978
04007
04016
04078
04104
04166
04211
04235
04338
04402
04470
04477
04524
04533
04534
04542
04719
04794
04822
04836
04844
04857
04866
04870
04872
04874
04875
04877
04880
04882
04883
04884
04888
04890
04891
04892
04893
04894
04895
04897
04960
05000
05015
05018
05108
05109
05185
05271
05300
05303
05311
05317
05388
05424
05508
05519
05577
05625
05629
05630
05632
05659
05723
05835
05848
06000
06025
06041
06050
06123
06127
06155
06213
06276
06300
06400
06407
06408
06411
06440
06500
06501
06528
06534
06537
06541
06544
06600
06602
06650
06673
06680
06700
06701
06715
06717
06719
06724
06726
06730
06800
06813
06815
06823
06829
06835
06843
06858
06887
06900
06904
06950
07000
07015
07019
07085
07135
07140
07142
07144
07145
07150
07152
07175
07176
07178
07179
07181
07183
07192
07207
07262
07395
07400
07500
07509
07600
07602
07653
07700
07710
07800
07810
07811
07900
07955
07963
07985
08000
08111
08122
08131
08235
08265
08280
08290
08370
08371
08382
08383
08421
08460
08470
08471
08473
08475
08485
08500
08504
08509
08526
08532
08565
08566
08567
08568
08570
08580
08582
08584
08590
08591
08592
08597
08599
08600
08613
08615
08616
08621
08633
08645
08650
08653
08655
08660
08663
08664
08665
08666
08670
08673
08675
08676
08692
08695
08696
08700
08710
08739
08743
08744
08745
08760
08762
08763
08765
08766
08767
08770
08773
08775
08780
08875
08899
08900
08906
08940
08970
09001
09090
09160
09175
09176
09300
09351
09360
09371
09390
09400
09436
09450
09500
09616
09617
09784
09791
09810
09830
09836
09843
09847
09850
09900
09910
09960
09972
09981
10043
10101
10106
10108
10118
10123
10151
10176
10178
10203
10281
10313
10551
10602
10702
10912
11000
11025
11065
11075
11095
11202
11250
11260
11271
11299
11300
11320
11347
11350
11400
11441
11442
11443
11460
11471
11500
11531
11551
11582
11600
11601
11610
11628
11630
11660
11662
11666
11668
11669
11670
11671
11672
11674
11675
11680
11700
11707
11711
11723
11750
11760
11900
11910
11920
11925
11969
12000
12181
12200
12201
12213
12215
12216
12221
12223
12225
12227
12228
12230
12231
12233
12237
12238
12239
12240
12244
12245
12246
12247
12250
12280
12285
12289
12290
12300
12301
12312
12316
12318
12319
12320
12329
12335
12341
12400
12500
12509
12519
12551
12600
12602
12606
12609
12620
12630
12690
12700
12704
12712
12730
12800
12900
