#,pincode,state_original,major_city,latitude,longitude,region,coastal_city,distance_to_state_capital,city_tier,is_metro_city,is_smart_city,is_state_capital,is_union_territory_capital,literacy_rate,median_age_estimate,consumer_price_index,income_bucket,has_airport,has_international_airport,has_metro_rail,has_seaport,major_railway_station,internet_penetration_state,smartphone_penetration_state,digital_payment_index,is_it_hub,is_manufacturing_hub,is_financial_center,is_textile_hub,is_education_hub,is_tourist_city,is_coastal,district_population_numeric,district_population,sex_ratio,missing_columns
1,17720,,,41.18046129180413,-77.20503038469745,UNKNOWN,False,,T3,True,False,False,False,14.659685863874344,48.0,315.605,M,False,False,False,False,False,85.0,80.0,79.5,False,False,False,False,False,False,False,113489.0,VS,81.15942028985508,state_original;major_city;region;distance_to_state_capital
2,18843,,,41.80446325969143,-75.89415721082455,UNKNOWN,False,,T3,False,False,False,False,22.525597269624573,62.4,315.605,,False,False,False,False,False,84.82758620689656,91.72413793103448,66.0344827586207,False,False,False,False,False,False,False,38219.0,VS,130.0,state_original;major_city;region;distance_to_state_capital;income_bucket
3,59010,,,45.97503361815142,-107.30368304407506,UNKNOWN,False,,T3,True,False,False,False,35.44303797468354,39.7,315.605,M,False,False,False,False,False,88.76404494382022,88.76404494382022,84.07303370786516,False,False,False,False,False,False,False,12891.0,VS,131.57894736842107,state_original;major_city;region;distance_to_state_capital
4,59316,,,45.33725827586276,-105.04973325672027,UNKNOWN,False,,T3,False,False,False,False,26.666666666666668,74.2,315.605,L,False,False,False,False,False,100.0,54.54545454545454,62.090909090909086,False,False,False,False,False,False,False,1815.0,VS,275.0,state_original;major_city;region;distance_to_state_capital
5,59812,MT,Missoula,46.8612088959812,-113.98442285209016,W,False,151.3315201686546,T3,True,False,False,False,6.25,19.1,315.605,,True,False,False,False,False,,100.0,45.0,False,False,False,False,True,True,False,120672.0,VS,71.40783744557329,income_bucket;internet_penetration_state
6,42323,KY,Beechmont,37.17405620203786,-87.03261081647864,S,False,221.6662085679484,T3,True,False,False,False,,30.1,315.605,M,False,False,False,False,False,81.53846153846153,83.84615384615385,79.46153846153845,False,False,False,False,False,False,False,30591.0,VS,132.15258855585833,literacy_rate
7,52252,,,42.19712107467807,-91.22726950561668,UNKNOWN,False,,T3,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,False,20896.0,VS,85.71428571428571,state_original;major_city;region;distance_to_state_capital;literacy_rate;income_bucket
8,85329,AZ,Avondale,33.43171145402176,-112.2965015312956,W,False,20.72870455782539,T1,True,False,False,False,,37.7,315.605,L,False,False,False,False,False,54.4179523141655,70.40673211781207,59.40953716690042,False,False,False,False,False,False,False,4559748.0,L,95.65595134665509,literacy_rate
9,47306,IN,Muncie,40.20535233627604,-85.40721466193536,MW,False,80.33138123180684,T3,True,False,False,False,67.74193548387096,19.4,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,112280.0,VS,47.81931464174455,income_bucket;internet_penetration_state;smartphone_penetration_state
10,24483,,,37.814842955776925,-79.22559384682252,UNKNOWN,False,,T3,True,False,False,False,8.177570093457943,55.3,315.605,M,False,False,False,False,False,62.698412698412696,79.36507936507937,70.35714285714286,False,False,False,False,False,False,False,31485.0,VS,85.546875,state_original;major_city;region;distance_to_state_capital
11,26866,,,38.80494367490962,-79.25119514388605,UNKNOWN,False,,T3,False,False,False,False,8.045977011494253,47.4,315.605,M,False,False,False,False,False,80.20833333333334,82.03125,68.29427083333333,False,False,False,False,False,False,False,6043.0,VS,104.76190476190476,state_original;major_city;region;distance_to_state_capital
12,25063,,,38.57761378969733,-80.92571793527974,UNKNOWN,False,,T3,True,False,False,False,3.7422037422037424,53.5,315.605,M,False,False,False,False,False,84.54861111111111,76.73611111111111,78.17708333333334,False,False,False,False,False,False,False,24277.0,VS,117.44186046511628,state_original;major_city;region;distance_to_state_capital
13,767,,El Negro,18.070506029747108,-65.8965799919425,UNKNOWN,True,,T3,True,False,False,False,15.11489960015818,46.9,315.605,L,False,False,False,False,False,79.75901665857997,78.34384602943555,72.32395277373443,False,False,False,False,False,False,True,10399.0,VS,92.26129363449692,state_original;region;distance_to_state_capital
14,49258,,,42.0600043147861,-84.6583320906217,UNKNOWN,False,,T3,True,False,False,False,,29.8,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,False,45654.0,VS,163.63636363636363,state_original;major_city;region;distance_to_state_capital;literacy_rate;income_bucket
15,82630,,,43.33431886627315,-107.25595534476228,UNKNOWN,False,,T3,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,79977.0,VS,,state_original;major_city;region;distance_to_state_capital;literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
16,25565,,,38.10997899973604,-81.96630086402095,UNKNOWN,False,,T3,True,False,False,False,4.25531914893617,54.8,315.605,L,False,False,False,False,False,86.8632707774799,57.37265415549599,67.82573726541555,False,False,False,False,False,False,False,21026.0,VS,119.88636363636364,state_original;major_city;region;distance_to_state_capital
17,25043,WV,Clay,38.44092677674928,-80.98981168593741,S,False,56.92686267716438,T3,True,False,False,False,14.634146341463412,30.9,315.605,,False,False,False,False,False,84.50363196125909,84.01937046004842,73.20823244552058,False,False,False,False,False,False,False,24277.0,VS,112.59124087591242,income_bucket
18,68440,NE,Steele City,40.0526588518008,-97.0116811867812,MW,False,88.5642751973055,T3,False,False,False,False,20.212765957446805,68.4,315.605,,False,False,False,False,False,45.0,68.33333333333333,41.91666666666666,False,False,False,False,False,False,False,5533.0,VS,78.68852459016394,income_bucket
19,68183,NE,Omaha,41.25709470966424,-95.93977160102057,MW,False,80.7807229317543,T2,True,False,False,False,,-666666666.0,315.605,,True,True,True,False,True,,,10.0,True,False,True,False,False,True,False,590736.0,M,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
20,77448,TX,Wharton,29.414667682298028,-96.087465894828,S,False,185.70296010804245,T3,True,False,False,False,,80.7,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,False,41794.0,VS,94.31818181818184,literacy_rate;income_bucket
21,95431,CA,Eldridge,38.34899268982895,-122.51598446196115,W,True,92.6270208694706,T2,True,False,False,False,,57.4,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,True,485040.0,S,377.77777777777777,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state
22,50608,,,42.588151354152544,-92.96074999078874,UNKNOWN,False,,T3,False,False,False,False,,69.9,315.605,,False,False,False,False,False,100.0,100.0,75.0,False,False,False,False,False,False,False,14268.0,VS,26.31578947368421,state_original;major_city;region;distance_to_state_capital;literacy_rate;income_bucket
23,4570,,,43.80835788540816,-69.63087026770222,UNKNOWN,True,,T3,False,False,False,False,100.0,-666666666.0,315.605,,False,False,False,False,False,100.0,100.0,75.0,False,False,False,False,False,False,True,36099.0,VS,,state_original;major_city;region;distance_to_state_capital;income_bucket;sex_ratio
24,78661,,,29.729282520554836,-97.74209981209204,UNKNOWN,False,,T3,True,False,False,False,8.333333333333332,27.1,315.605,M,False,False,False,False,False,69.52789699570815,94.84978540772532,78.50858369098711,False,False,False,False,False,False,False,183642.0,VS,113.01020408163264,state_original;major_city;region;distance_to_state_capital
25,84063,UT,Randlett,40.21006939961968,-109.69285429265582,W,False,195.72076123332403,T3,True,False,False,False,14.93212669683258,45.0,315.605,,False,False,False,False,False,80.9090909090909,85.45454545454545,72.27272727272728,False,False,False,False,False,False,False,37056.0,VS,72.19251336898395,income_bucket
26,84530,UT,La Sal,38.2373567229581,-109.4084566701829,W,False,352.2496466983037,T3,True,False,False,False,9.22509225092251,66.4,315.605,,False,False,False,False,False,100.0,82.75862068965517,78.9655172413793,False,False,False,False,False,False,False,14483.0,VS,113.82978723404256,income_bucket
27,99767,AK,Rampart,65.49664112895383,-150.14392989375855,W,False,1142.2475054120275,T3,False,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,,False,False,False,False,False,False,False,5195.0,VS,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;digital_payment_index;sex_ratio
28,15348,PA,Millsboro,39.98752855368745,-79.99610625626403,NE,False,266.241075777668,T3,True,False,False,False,,69.9,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,False,34835.0,VS,39.285714285714285,literacy_rate;income_bucket
29,18065,,,40.69797377013405,-75.61076152728587,UNKNOWN,False,,T2,True,False,False,False,10.149253731343284,43.1,315.605,,False,False,False,False,False,54.43548387096774,54.43548387096774,50.82661290322581,False,False,False,False,False,False,False,378792.0,S,225.98870056497177,state_original;major_city;region;distance_to_state_capital;income_bucket
30,32681,,,29.426935384227583,-82.2152684807605,UNKNOWN,False,,T2,True,False,False,False,,62.6,315.605,M,False,False,False,False,False,36.66666666666666,36.66666666666666,45.0,False,False,False,False,False,False,False,400078.0,S,221.34831460674155,state_original;major_city;region;distance_to_state_capital;literacy_rate
31,29424,SC,Charleston,32.78493519893537,-79.93778178157682,S,True,169.25429051670628,T2,True,True,False,False,,19.4,315.605,,True,True,False,True,True,100.0,100.0,85.0,True,True,False,False,True,True,True,420264.0,S,61.21919584954605,literacy_rate;income_bucket
32,57780,,,43.77729614407235,-102.45843082016648,UNKNOWN,False,,T3,True,False,False,False,11.594202898550725,57.8,315.605,L,False,False,False,False,False,38.0,32.0,39.4,False,False,False,False,False,False,False,13491.0,VS,288.88888888888886,state_original;major_city;region;distance_to_state_capital
33,41180,,,38.13357525214049,-82.85999440739931,UNKNOWN,False,,T3,True,False,False,False,6.148282097649186,58.6,315.605,L,False,False,False,False,False,73.07692307692307,69.55128205128204,66.57371794871794,False,False,False,False,False,False,False,16077.0,VS,134.3065693430657,state_original;major_city;region;distance_to_state_capital
34,1741,,,42.5300143343114,-71.35127634344562,UNKNOWN,True,,T1,True,False,False,False,34.74576271186441,45.3,315.605,VH,False,False,False,False,False,97.4662162162162,94.5945945945946,97.09459459459458,False,False,False,False,False,False,True,1638365.0,L,112.2771474878444,state_original;major_city;region;distance_to_state_capital
35,97639,OR,Sprague River,42.43435608319505,-121.49845049381854,W,False,305.06124368350817,T3,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,False,70247.0,VS,87.5,literacy_rate;income_bucket
36,71772,AR,Whelen Springs,33.83379598826001,-93.12646199518548,S,False,127.31947073859506,T3,True,False,False,False,11.11111111111111,58.0,315.605,,False,False,False,False,False,63.63636363636363,81.81818181818183,64.0909090909091,False,False,False,False,False,False,False,21125.0,VS,63.63636363636363,income_bucket
37,44232,OH,Green,40.93252270325922,-81.4635263630107,MW,False,169.06618327973624,T2,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,537864.0,M,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
38,11970,NY,Aquebogue,40.94029409921061,-72.5740339997118,NE,True,214.1337438018375,T1,True,False,False,False,37.25961538461539,76.0,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,True,1530146.0,L,131.11111111111111,income_bucket
39,30912,GA,Augusta-Richmond County consolidated government (balance),33.47020786207665,-81.98788802576883,S,False,224.4115080576792,T3,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,206069.0,VS,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
40,54531,,,45.74968214551432,-89.78821370692597,UNKNOWN,False,,T3,False,False,False,False,18.02378774016469,59.7,315.605,M,False,False,False,False,False,90.16129032258064,88.06451612903226,74.38709677419354,False,False,False,False,False,False,False,38167.0,VS,107.95795795795794,state_original;major_city;region;distance_to_state_capital
41,54931,WI,Dale,44.270237026304535,-88.66823265890719,MW,False,145.58335276727547,T3,True,False,False,False,2.0491803278688523,38.4,315.605,,False,False,False,False,False,100.0,56.58914728682171,69.8062015503876,False,False,False,False,False,False,False,192826.0,VS,56.896551724137936,income_bucket
42,15952,PA,Salix,40.30350969994288,-78.77611860315913,NE,False,160.29186764175526,T3,True,False,False,False,19.15204678362573,36.8,315.605,,False,False,False,False,False,59.30470347648262,81.39059304703477,62.20858895705522,False,False,False,False,False,False,False,131538.0,VS,105.05050505050508,income_bucket
43,6232,,,41.733093754723086,-72.37603340362715,UNKNOWN,False,,T3,True,False,False,False,21.78134233853947,51.2,315.605,H,False,False,False,False,False,98.25145711906744,93.67194004995837,94.0857618651124,False,False,False,False,False,False,False,3152.0,VS,117.52933057280885,state_original;major_city;region;distance_to_state_capital
44,6090,,,41.94684888801852,-72.86403374804415,UNKNOWN,False,,T3,True,False,False,False,25.734265734265733,40.7,315.605,H,False,False,False,False,False,100.0,95.80246913580248,95.53086419753086,False,False,False,False,False,False,False,1136.0,VS,103.584229390681,state_original;major_city;region;distance_to_state_capital
45,25112,WV,Institute,38.38103190404013,-81.76632611566748,S,False,12.165068319041977,T3,True,False,False,False,50.0,21.1,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,176537.0,VS,60.9375,income_bucket;internet_penetration_state;smartphone_penetration_state
46,82712,WY,Beulah,44.52594121931282,-104.12372133525233,W,False,380.75447228714165,T3,True,False,False,False,41.71779141104295,46.7,315.605,,False,False,False,False,False,54.6218487394958,60.50420168067227,53.02521008403362,False,False,False,False,False,False,False,27233.0,VS,143.28358208955223,income_bucket
47,27411,NC,Greensboro,36.07664890308412,-79.77156804753595,S,False,107.2605730300387,T2,True,False,False,False,100.0,19.2,315.605,,False,False,False,False,False,,,10.0,False,True,False,True,False,False,False,547940.0,M,136.07907742998353,income_bucket;internet_penetration_state;smartphone_penetration_state
48,54926,WI,Big Falls,44.615528493930775,-89.01822747657577,MW,False,174.23786266208683,T3,False,False,False,False,0.8695652173913043,53.9,315.605,,False,False,False,False,False,80.32786885245902,83.60655737704919,61.39344262295083,False,False,False,False,False,False,False,51569.0,VS,92.3076923076923,income_bucket
49,79846,TX,Redford,29.41683957760929,-103.98559067310872,S,False,609.3875272339361,T3,False,False,False,False,32.3943661971831,-666666666.0,315.605,,False,False,False,False,False,100.0,,40.0,False,False,False,False,False,False,False,9503.0,VS,208.69565217391303,income_bucket;smartphone_penetration_state
50,42729,,,37.30166895667311,-86.09716891870507,UNKNOWN,False,,T3,True,False,False,False,7.611940298507462,34.3,315.605,M,False,False,False,False,False,85.6534090909091,87.07386363636364,82.2372159090909,False,False,False,False,False,False,False,12355.0,VS,97.23756906077348,state_original;major_city;region;distance_to_state_capital
51,73842,OK,Freedom,36.82119664178786,-99.21452132662588,S,False,214.24531166177653,T3,True,False,False,False,14.07942238267148,58.8,315.605,,False,False,False,False,False,66.66666666666666,86.19047619047619,66.83333333333333,False,False,False,False,False,False,False,20158.0,VS,82.4742268041237,income_bucket
52,68182,NE,Omaha,41.25775464440835,-96.0107196287546,MW,False,76.20158804705088,T2,True,False,False,False,88.88888888888889,19.9,315.605,,True,True,True,False,True,,,10.0,True,False,True,False,False,True,False,590736.0,M,93.04123711340206,income_bucket;internet_penetration_state;smartphone_penetration_state
53,66961,KS,Norway,39.69336521700499,-97.7755915475522,MW,False,194.31155059345107,T3,False,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,100.0,100.0,75.0,False,False,False,False,False,False,False,4646.0,VS,100.0,literacy_rate;income_bucket
54,20418,DC,Washington,38.89280118974661,-77.04776463615332,S,True,,T2,True,False,False,False,,-666666666.0,315.605,,True,True,True,False,True,,,10.0,True,False,True,False,True,True,True,681294.0,M,,distance_to_state_capital;literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
55,35036,AL,Brookside,33.64028216521741,-86.9165502419755,S,False,152.83070246555943,T2,True,False,False,False,,20.6,315.605,,False,False,False,False,False,100.0,40.909090909090914,64.31818181818181,False,False,False,False,False,False,False,667755.0,M,38.66666666666666,literacy_rate;income_bucket
56,27412,NC,Greensboro,36.06902608005455,-79.81061950830417,S,False,110.36587875568304,T2,True,False,False,False,,19.5,315.605,,False,False,False,False,False,,,10.0,False,True,False,True,False,False,False,547940.0,M,51.01334651507662,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state
57,77426,,,30.11632384429956,-96.24721262657076,UNKNOWN,False,,T3,True,False,False,False,21.9309462915601,38.8,315.605,M,False,False,False,False,False,84.92159227985525,93.72738238841978,84.27322074788901,False,False,False,False,False,False,False,31170.0,VS,73.76623376623377,state_original;major_city;region;distance_to_state_capital
58,4088,,,44.19351962129122,-70.71905811688508,UNKNOWN,False,,T2,True,False,False,False,20.39408866995074,54.1,315.605,M,False,False,False,False,False,89.3542757417103,84.46771378708551,82.80541012216405,False,False,False,False,False,False,False,308827.0,S,86.07038123167156,state_original;major_city;region;distance_to_state_capital
59,97640,,,42.9074140773965,-120.65379420532902,UNKNOWN,False,,T3,False,False,False,False,10.071942446043163,56.1,315.605,M,False,False,False,False,False,67.64705882352942,70.58823529411765,59.26470588235294,False,False,False,False,False,False,False,8267.0,VS,109.21052631578948,state_original;major_city;region;distance_to_state_capital
60,7880,NJ,Vienna,40.87400007166453,-74.88502343389514,NE,False,74.02449974963571,T3,True,False,False,False,22.77227722772277,35.6,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,False,110849.0,VS,158.2089552238806,income_bucket
61,16140,PA,New Bedford,41.09355130219658,-80.51077398219805,NE,False,318.8834546020117,T3,True,False,False,False,10.256410256410255,16.7,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,True,False,False,False,85024.0,VS,65.5367231638418,income_bucket
62,26815,,,38.48921547589454,-79.358848238648,UNKNOWN,False,,T3,True,False,False,False,10.723860589812332,50.0,315.605,M,False,False,False,False,False,70.93596059113301,31.03448275862069,56.73645320197045,False,False,False,False,False,False,False,78033.0,VS,111.37254901960785,state_original;major_city;region;distance_to_state_capital
63,17880,,,40.89108992914983,-77.12385194446333,UNKNOWN,False,,T3,True,False,False,False,,28.5,315.605,M,False,False,False,False,False,70.0,70.0,70.0,False,False,False,False,False,False,False,42456.0,VS,61.11111111111112,state_original;major_city;region;distance_to_state_capital;literacy_rate
64,17606,,,40.11173520813633,-76.30400991713486,UNKNOWN,False,,T2,True,False,False,False,21.03960396039604,91.1,315.605,,False,False,False,False,False,23.589743589743588,20.0,26.43589743589744,False,False,False,False,False,False,False,557931.0,M,11.294765840220386,state_original;major_city;region;distance_to_state_capital;income_bucket
65,52307,IA,Middle Amana,41.79158506655055,-91.90245700777,MW,False,144.83228252215045,T3,False,False,False,False,,29.8,315.605,L,False,False,False,False,False,100.0,100.0,78.0,False,False,False,False,False,False,False,16507.0,VS,12.5,literacy_rate
66,13747,,,42.48997326413317,-74.98209147727864,UNKNOWN,False,,T3,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,60108.0,VS,,state_original;major_city;region;distance_to_state_capital;literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
67,45677,,,38.79555337726584,-82.75511114601957,UNKNOWN,False,,T3,True,False,False,False,51.85185185185185,-666666666.0,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,False,72627.0,VS,92.85714285714286,state_original;major_city;region;distance_to_state_capital;income_bucket
68,74946,OK,Moffett,35.396125355855034,-94.45091839907718,S,False,277.84201433261745,T3,True,False,False,False,7.4074074074074066,58.9,315.605,,False,False,False,False,False,57.14285714285714,71.42857142857143,57.85714285714286,False,False,False,False,False,False,False,39860.0,VS,153.84615384615387,income_bucket
69,84762,,,37.46882790392164,-112.72644092360171,UNKNOWN,False,,T3,True,False,False,False,17.424242424242426,79.1,315.605,M,False,False,False,False,False,51.9607843137255,29.411764705882355,48.57843137254903,False,False,False,False,False,False,False,8170.0,VS,120.0,state_original;major_city;region;distance_to_state_capital
70,4781,,,47.14633967499612,-68.61883196022332,UNKNOWN,False,,T3,False,False,False,False,14.527845036319611,55.0,315.605,L,False,False,False,False,False,83.54430379746836,65.82278481012658,59.45569620253164,False,False,False,False,False,False,False,67058.0,VS,94.11764705882352,state_original;major_city;region;distance_to_state_capital
71,23147,,,37.369655865211215,-77.03907635322945,UNKNOWN,True,,T3,True,False,False,False,,38.4,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,True,6627.0,VS,175.0,state_original;major_city;region;distance_to_state_capital;literacy_rate;income_bucket
72,81331,,,37.5138857454102,-108.862521345722,UNKNOWN,False,,T3,False,False,False,False,40.19292604501607,50.1,315.605,M,False,False,False,False,False,62.96296296296296,100.0,67.68518518518519,False,False,False,False,False,False,False,26412.0,VS,86.20689655172413,state_original;major_city;region;distance_to_state_capital
73,16550,PA,Erie,42.13378230416674,-80.08495055053768,NE,True,338.1794571438826,T2,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,True,False,False,False,False,True,269052.0,S,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
74,40357,KY,North Middletown,38.14518845317231,-84.10843000889415,S,False,67.14777233035858,T3,True,False,False,False,,39.5,315.605,L,False,False,False,False,False,91.42857142857144,97.14285714285714,83.57142857142857,False,False,False,False,False,False,False,20240.0,VS,710.0,literacy_rate
75,80293,CO,Denver,39.74608056478732,-104.98972095752168,W,False,0.7666840611956014,T2,True,False,True,False,,-666666666.0,315.605,,True,True,True,False,True,,,10.0,True,True,True,False,True,True,False,718877.0,M,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
76,44630,OH,Greentown,40.92694516215177,-81.40407646883646,MW,False,172.58387254000723,T2,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,373713.0,S,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
77,76909,TX,San Angelo,31.441348553429748,-100.46624120322764,S,False,290.876664822435,T3,True,False,False,False,,19.7,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,119577.0,VS,91.9431279620853,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state
78,4267,,,44.22477786217581,-70.7708395806495,UNKNOWN,False,,T3,False,False,False,False,11.538461538461538,58.7,315.605,,False,False,False,False,False,100.0,36.36363636363637,52.72727272727273,False,False,False,False,False,False,False,59255.0,VS,225.0,state_original;major_city;region;distance_to_state_capital;income_bucket
79,15691,,,40.29649127827088,-79.68406547072968,UNKNOWN,False,,T2,True,False,False,False,33.33333333333333,17.5,315.605,H,False,False,False,False,False,100.0,100.0,97.0,False,False,False,False,False,False,False,352500.0,S,162.6086956521739,state_original;major_city;region;distance_to_state_capital
80,14856,,,42.37740521457771,-77.3694669171764,UNKNOWN,False,,T3,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,92588.0,VS,,state_original;major_city;region;distance_to_state_capital;literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
81,45501,OH,Springfield,39.926336586937424,-83.80744770187793,MW,False,68.88446595354887,T3,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,True,,,10.0,False,False,False,False,False,False,False,135158.0,VS,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
82,25305,WV,Charleston,38.336876611194526,-81.61315373224566,S,False,2.2228778733779744,T3,True,False,True,False,,-666666666.0,315.605,,True,True,False,True,True,,,10.0,True,True,False,False,True,True,False,176537.0,VS,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
83,30332,GA,Atlanta,33.777568065897384,-84.404291521451,S,False,3.515534596679477,T1,True,False,True,False,36.47058823529412,19.8,315.605,,True,True,True,False,True,,,10.0,True,True,True,True,True,True,False,1076561.0,L,117.35817104149028,income_bucket;internet_penetration_state;smartphone_penetration_state
84,77843,TX,College Station,30.615269647506118,-96.34027126045416,S,False,139.94173974620722,T3,True,False,False,False,33.035714285714285,19.4,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,True,False,False,242311.0,VS,111.55225409836063,income_bucket;internet_penetration_state;smartphone_penetration_state
85,36564,AL,Point Clear,30.46977361674795,-87.91446209249483,S,True,260.692739054936,T3,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,True,246989.0,VS,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
86,11556,NY,Uniondale,40.71997120153932,-73.58327365594496,NE,True,215.37760105450695,T1,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,True,1389591.0,L,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
87,61424,,,41.076708283615794,-89.63513243872968,UNKNOWN,False,,T3,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,False,11647.0,VS,100.0,state_original;major_city;region;distance_to_state_capital;literacy_rate;income_bucket
88,82922,WY,Bondurant,43.13507142277073,-110.43426288762323,W,False,513.1721531666908,T3,True,False,False,False,10.256410256410255,64.2,315.605,,False,False,False,False,False,72.44094488188976,100.0,73.97637795275591,False,False,False,False,False,False,False,20486.0,VS,83.47107438016529,income_bucket
89,19735,,,39.80664247595245,-75.59734214202503,UNKNOWN,True,,T2,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,True,577961.0,M,,state_original;major_city;region;distance_to_state_capital;literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
90,37232,TN,Nashville-Davidson metropolitan government (balance),36.14109767899873,-86.80289666688083,S,False,3.0702019683184,T2,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,715388.0,M,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
91,97432,OR,Dillard,43.10451711609183,-123.42944002732943,W,True,206.8353109036728,T3,True,False,False,False,,23.9,315.605,L,False,False,False,False,False,100.0,78.57142857142857,80.5,False,False,False,False,False,False,True,112072.0,VS,315.1515151515151,literacy_rate
92,74943,OK,Lequire,35.1006995465575,-95.10597503030984,S,False,222.55478388361087,T3,False,False,False,False,,37.6,315.605,H,False,False,False,False,False,84.61538461538461,84.61538461538461,75.46153846153845,False,False,False,False,False,False,False,11683.0,VS,161.11111111111111,literacy_rate
93,35573,AL,Kansas,33.90133729420399,-87.55008749509308,S,False,206.54933802282872,T3,True,True,False,False,,62.9,315.605,,True,True,True,False,True,100.0,100.0,85.0,True,True,True,True,True,True,False,64841.0,VS,75.0,literacy_rate;income_bucket
94,29425,SC,Charleston,32.78515574718113,-79.94827627089857,S,True,168.65015421277428,T2,True,False,False,False,,-666666666.0,315.605,,True,True,False,True,True,,,10.0,True,True,False,False,True,True,True,420264.0,S,,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state;sex_ratio
95,15705,PA,Indiana,40.61587617065653,-79.15982620264047,NE,False,196.0906252164069,T3,True,False,False,False,,19.5,315.605,,False,False,False,False,False,,,10.0,False,False,False,False,False,False,False,83042.0,VS,65.56326748531767,literacy_rate;income_bucket;internet_penetration_state;smartphone_penetration_state
96,17504,,,40.02447574858483,-76.32855047497947,UNKNOWN,False,,T2,True,False,False,False,3.296703296703297,72.4,315.605,M,False,False,False,False,False,100.0,100.0,92.5,False,False,False,False,False,False,False,557931.0,M,69.35483870967742,state_original;major_city;region;distance_to_state_capital
97,99014,WA,Four Lakes,47.56116005333017,-117.59659978535328,W,False,404.1019259332262,T2,True,False,False,False,,-666666666.0,315.605,,False,False,False,False,False,100.0,100.0,85.0,False,False,False,False,False,False,False,549056.0,M,,literacy_rate;income_bucket;sex_ratio
