"pincode","state_original","major_city","latitude","longitude","region","coastal_city","distance_to_state_capital","city_tier","is_metro_city","is_smart_city","is_state_capital","is_union_territory_capital","literacy_rate","median_age_estimate","consumer_price_index","income_bucket","has_airport","has_international_airport","has_metro_rail","has_seaport","major_railway_station","internet_penetration_state","smartphone_penetration_state","digital_payment_index","is_it_hub","is_manufacturing_hub","is_financial_center","is_textile_hub","is_education_hub","is_tourist_city","is_coastal","district_population_numeric","district_population","sex_ratio"
"504273","TS","KUMURAM BHEEM ASIFABAD","19.3638689","79.5376658","S","f","247.7","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","204515","VS","994.0"
"504299","TS","KUMURAM BHEEM ASIFABAD","19.5098236","79.6732105","S","f","268.69","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","399957","VS","974.0"
"504296","TS","KUMURAM BHEEM ASIFABAD","19.3581456","79.4823338","S","f","244.53","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","399957","VS","974.0"
"504209","TS","MANCHERIAL","18.872924","79.445187","S","f","195.39","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","204515","VS","994.0"
"504272","TS","MANCHERIAL","19.1259514","79.4626538","S","f","220.63","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","204515","VS","994.0"
"504297","TS","KUMURAM BHEEM ASIFABAD","19.1533493","79.6634922","S","f","234.01","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","399957","VS","974.0"
"504295","TS","KUMURAM BHEEM ASIFABAD","19.531181","79.265143","S","f","253.48","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","399957","VS","974.0"
"506371","TS","HANUMAKONDA","18.0929039","79.5693549","S","f","140.86","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2368961","L","981.0"
"505415","TS","KARIMNAGAR","18.498227","79.151216","S","f","143.71","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505304","TS","RAJANNA SIRCILLA","18.354149","78.581699","S","f","108.96","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3255303","VL","966.0"
"505532","TS","Jagitial","18.799672","79.095984","S","f","171.17","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"506003","TS","HANUMAKONDA","17.9453012","79.5041961","S","f","126.33","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2368961","L","981.0"
"506145","TS","JANGOAN","17.9376633","79.2514766","S","f","103.45","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2368961","L","981.0"
"506144","TS","HANUMAKONDA","17.880478","79.423085","S","f","115.32","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2368961","L","981.0"
"506221","TS","JANGOAN","17.7954983","78.9449683","S","f","68.33","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1992265","M","964.0"
"506301","TS","JANGOAN","17.8133662","79.3340276","S","f","103.48","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1992265","M","964.0"
"506223","TS","JANGOAN","17.8273274","78.9266258","S","f","69.4","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1992265","M","964.0"
"506143","TS","JANGOAN","17.7963074","79.4110235","S","f","109.96","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2368961","L","981.0"
"505467","TS","SIDDIPET","18.147798","79.14068","S","f","111.05","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"506175","TS","JANGOAN","17.7893","79.1380766","S","f","84.18","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1992265","M","964.0"
"506367","TS","SIDDIPET","17.9972905","79.0685455","S","f","93.45","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"506355","TS","SIDDIPET","17.008","79.021","S","f","71.67","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"506201","TS","JANGOAN","15.852","77.985","S","f","177.59","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1992265","M","964.0"
"506244","TS","JANGOAN","15.612","78.717","S","f","198.35","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1992265","M","964.0"
"506303","TS","JANGOAN","22.445154","73.19986","S","f","787.71","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1992265","M","964.0"
"506342","TS","WARANGAL","14.58963","72.4589","S","f","713.46","T2","f","t","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3512576","VL","996.6"
"505301","TS","RAJANNA SIRCILLA","18.408074","78.808268","S","f","119.79","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3255303","VL","966.0"
"506169","TS","JAYASHANKAR BHUPALAPALLY","27.589","82.598","S","f","1211.53","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3691334","VL","991.0"
"506168","TS","JAYASHANKAR BHUPALAPALLY","37.9645","64.3698","S","f","2669.61","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3691334","VL","991.0"
"506356","TS","JAYASHANKAR BHUPALAPALLY","26.478","59.5989","S","f","2189.93","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3691334","VL","991.0"
"506165","TS","Mulugu","18.3389604","80.4302453","S","f","233.26","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2653536","L","976.0"
"506345","TS","JAYASHANKAR BHUPALAPALLY","18.2824602","79.9193739","S","f","183.32","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3691334","VL","991.0"
"506344","TS","Mulugu","18.1762808","80.3770671","S","f","220.49","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2653536","L","976.0"
"506352","TS","Mulugu","18.1310609","79.9760305","S","f","180.03","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2653536","L","976.0"
"506172","TS","Mulugu","18.21965","80.529875","S","f","237.22","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2653536","L","976.0"
"506170","TS","JAYASHANKAR BHUPALAPALLY","18.3433673","79.7552307","S","f","173.14","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3691334","VL","991.0"
"506350","TS","WARANGAL","18.0868402","79.8655247","S","f","167.4","T2","f","t","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3512576","VL","996.6"
"506366","TS","JAYASHANKAR BHUPALAPALLY","18.2931528","79.5773844","S","f","155.08","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3691334","VL","991.0"
"506343","TS","Mulugu","18.1801774","79.8888394","S","f","174.6","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2653536","L","976.0"
"506391","TS","WARANGAL","18.18172841","79.63869404","S","f","152.51","T2","f","t","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3512576","VL","996.6"
"506347","TS","Mulugu","18.3093571","80.2063884","S","f","210.85","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2653536","L","976.0"
"502102","TS","MEDAK","18.058919","78.499788","S","f","75.56","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"506348","TS","JAYASHANKAR BHUPALAPALLY","18.1792381","79.8079","S","f","167.23","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3691334","VL","991.0"
"506319","TS","JAYASHANKAR BHUPALAPALLY","18.1020054","79.7058414","S","f","153.54","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3691334","VL","991.0"
"505425","TS","Jagitial","19.014743","79.078628","S","f","192.81","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505450","TS","Jagitial","18.909995","78.536271","S","f","170.27","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505452","TS","Jagitial","18.740667","78.864348","S","f","156.94","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505403","TS","RAJANNA SIRCILLA","18.544047","78.826518","S","f","134.82","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3255303","VL","966.0"
"505453","TS","Jagitial","18.80194","78.816138","S","f","162.29","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505325","TS","Jagitial","18.807251","78.655114","S","f","159.9","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505404","TS","RAJANNA SIRCILLA","18.281018","78.757617","S","f","104.71","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3255303","VL","966.0"
"505331","TS","Jagitial","18.936332","78.678166","S","f","174.45","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"502313","TS","SANGAREDDY","17.68606216","78.36833373","S","f","35.7","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1947148","M","962.0"
"505454","TS","Jagitial","18.864965","79.048969","S","f","176.09","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505455","TS","Jagitial","18.763593","78.912821","S","f","160.81","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505529","TS","Jagitial","18.783013","79.000929","S","f","165.79","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505305","TS","RAJANNA SIRCILLA","18.387789","78.570893","S","f","112.57","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3255303","VL","966.0"
"505460","TS","Jagitial","19.029167","78.821604","S","f","187.1","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505307","TS","RAJANNA SIRCILLA","18.564854","78.718328","S","f","134.34","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3255303","VL","966.0"
"506102","TS","MAHABUBABAD","17.667031","80.010086","S","f","166.39","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1204955","M","965.0"
"503305","TS","KAMAREDDY","18.3070983","77.5867433","S","f","139.17","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2764865","L","998.0"
"505405","TS","RAJANNA SIRCILLA","18.280733","78.839157","S","f","107.51","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3255303","VL","966.0"
"505466","TS","SIDDIPET","18.082094","79.203669","S","f","110.15","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"505528","TS","SIDDIPET","18.277665","79.001355","S","f","114.57","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"505524","TS","RAJANNA SIRCILLA","18.511695","78.936467","S","f","135.17","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3776269","VL","1007.8"
"505526","TS","Jagitial","18.77342","79.123256","S","f","169.63","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"502291","TS","SANGAREDDY","17.690826","77.984512","S","f","62.0","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1947148","M","962.0"
"505445","TS","KARIMNAGAR","18.56768","78.962056","S","f","141.95","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3776269","VL","1007.8"
"505501","TS","Jagitial","18.624722","78.95447","S","f","147.58","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505402","TS","RAJANNA SIRCILLA","18.330521","78.911383","S","f","115.56","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3255303","VL","966.0"
"505527","TS","KARIMNAGAR","18.374613","79.15626","S","f","132.31","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3776269","VL","1007.8"
"505469","TS","KARIMNAGAR","18.339757","79.207091","S","f","132.19","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3776269","VL","1007.8"
"505002","TS","KARIMNAGAR","18.450929","79.217219","S","f","142.94","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3776269","VL","1007.8"
"505481","TS","KARIMNAGAR","18.223296","79.136109","S","f","117.33","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"505531","TS","KARIMNAGAR","18.559275","79.116991","S","f","147.91","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","534402","S","984.0"
"505473","TS","SIDDIPET","18.239926","78.999209","S","f","110.82","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"505530","TS","KARIMNAGAR","18.290134","79.13259","S","f","123.13","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"509130","TS","Narayanpet","16.3752821","77.7747894","S","f","133.99","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509127","TS","JOGULAMBA GADWAL","16.086966","77.6537122","S","f","168.01","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1757174","M","966.0"
"502221","TS","SANGAREDDY","17.6175706","77.49883813","S","f","106.32","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1947148","M","962.0"
"509219","TS","MAHABUBNAGAR","16.5430915","77.89463","S","f","111.38","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","273797","VS","975.0"
"509133","TS","JOGULAMBA GADWAL","16.1811524","77.7489069","S","f","153.83","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1757174","M","966.0"
"509129","TS","JOGULAMBA GADWAL","16.1798381","77.5271281","S","f","166.99","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1757174","M","966.0"
"509128","TS","JOGULAMBA GADWAL","15.9209415","77.9583086","S","f","171.15","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1757174","M","966.0"
"509126","TS","JOGULAMBA GADWAL","15.9506816","77.79822","S","f","174.3","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1757174","M","966.0"
"509153","TS","JOGULAMBA GADWAL","15.946099","78.038623","S","f","165.93","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1757174","M","966.0"
"509135","TS","JOGULAMBA GADWAL","15.9446718","77.8633006","S","f","172.19","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","1757174","M","966.0"
"509382","TS","MAHABUBNAGAR","16.7061427","78.0380103","S","f","87.88","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","273797","VS","975.0"
"509407","TS","Narayanpet","16.8279656","77.5226907","S","f","117.91","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509204","TS","MAHABUBNAGAR","16.5311546","77.9425569","S","f","109.8","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509334","TS","MAHABUBNAGAR","16.8410133","77.81762","S","f","91.64","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","273797","VS","975.0"
"509350","TS","VIKARABAD","17.1146573","77.7231149","S","f","84.63","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","661349","S","991.0"
"509002","TS","MAHABUBNAGAR","16.7236037","77.9863227","S","f","89.28","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","273797","VS","975.0"
"509353","TS","Narayanpet","16.5099816","77.64903","S","f","130.32","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509338","TS","VIKARABAD","17.1048083","77.6311683","S","f","94.19","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","661349","S","991.0"
"509371","TS","MAHABUBNAGAR","16.7721947","77.8240343","S","f","96.34","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509339","TS","Narayanpet","17.0003935","77.744334","S","f","87.89","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","661349","S","991.0"
"509352","TS","Narayanpet","16.4730494","77.3614707","S","f","155.16","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509335","TS","VIKARABAD","17.0053542","77.8155229","S","f","81.05","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","661349","S","991.0"
"509409","TS","Narayanpet","16.5156343","77.7964731","S","f","119.87","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509411","TS","Narayanpet","16.83549","77.6965714","S","f","102.09","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509208","TS","Narayanpet","16.4348073","77.5947584","S","f","140.42","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509351","TS","Narayanpet","16.5817549","77.7484716","S","f","117.33","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509337","TS","MAHABUBNAGAR","16.9236658","77.805425","S","f","86.95","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","273797","VS","975.0"
"509210","TS","Narayanpet","16.7340115","77.5727993","S","f","119.4","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"509340","TS","MAHABUBNAGAR","16.839842","78.1519019","S","f","68.92","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","661349","S","991.0"
"509336","TS","VIKARABAD","17.0250466","77.5902349","S","f","101.44","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","661349","S","991.0"
"509311","TS","Narayanpet","16.6123666","77.4893283","S","f","134.76","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3966886","VL","985.0"
"502115","TS","MEDAK","18.128948","78.363843","S","f","84.03","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502255","TS","MEDAK","17.919948","78.391073","S","f","60.62","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502113","TS","MEDAK","18.099087","78.22651","S","f","84.01","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502336","TS","SIDDIPET","17.769576","78.548262","S","f","44.11","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"502109","TS","MEDAK","18.00211","78.229726","S","f","73.71","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502247","TS","MEDAK","18.02374","78.525063","S","f","71.82","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"502335","TS","SIDDIPET","17.8480055","78.5229745","S","f","52.34","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502248","TS","MEDAK","18.073082","78.430538","S","f","77.18","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502303","TS","MEDAK","18.062425","78.046482","S","f","88.15","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502117","TS","MEDAK","18.020893","78.295001","S","f","73.64","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502302","TS","MEDAK","17.56","78.0244","S","f","51.33","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502334","TS","SIDDIPET","17.84616","78.590662","S","f","53.39","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"502331","TS","MEDAK","18.009494","78.159146","S","f","77.36","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","3033288","VL","991.61"
"502310","TS","SIDDIPET","18.187477","78.93519","S","f","102.41","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"502108","TS","SIDDIPET","18.131128","78.619543","S","f","85.01","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"502278","TS","SIDDIPET","17.838778","78.679479","S","f","55.64","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"502281","TS","SIDDIPET","17.740098","78.810309","S","f","53.9","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"502312","TS","SIDDIPET","17.864314","78.761587","S","f","62.09","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
"502276","TS","SIDDIPET","18.147749","78.887996","S","f","96.16","T3","f","f","f","f","66.54","31.2","196.2","H","f","f","f","f","f","62.0","69.0","100.0","f","f","f","f","f","f","f","2789709","L","962.0"
